"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality.class"
"4245",7.6,0.36,0.48,13.5,0.038,0.044,0.116,0.9982,3.04,0.48,9.2,5,"low"
"4246",7.6,0.35,0.47,13.3,0.037,0.042,0.116,0.99822,3.04,0.5,9.2,5,"low"
"4247",5.7,0.18,0.26,2.2,0.023,0.021,0.095,0.9893,3.07,0.54,12.3,6,"high"
"4248",6.6,0.36,0.47,1.4,0.042,0.026,0.124,0.99274,3.09,0.56,10.1,6,"high"
"4249",5.9,0.14,0.2,1.6,0.04,0.026,0.114,0.99105,3.25,0.45,11.4,6,"high"
"4250",5.5,0.23,0.19,2.2,0.044,0.039,0.161,0.99209,3.19,0.43,10.4,6,"high"
"4251",6.7,0.11,0.26,14.8,0.053,0.044,0.095,0.99676,3.2,0.35,9.8,6,"high"
"4252",7,0.24,0.24,1.8,0.047,0.029,0.091,0.99251,3.3,0.43,9.9,6,"high"
"4253",6.7,0.11,0.26,14.8,0.053,0.044,0.095,0.99676,3.2,0.35,9.8,6,"high"
"4254",5.3,0.47,0.1,1.3,0.036,0.011,0.074,0.99082,3.48,0.54,11.2,4,"low"
"4255",7.5,0.29,0.24,9.9,0.058,0.025,0.115,0.99567,3.15,0.46,10.9,5,"low"
"4256",6,0.33,0.26,5.1,0.051,0.016,0.119,0.99416,3.15,0.41,9.2,5,"low"
"4257",6,0.33,0.26,5.1,0.051,0.016,0.119,0.99416,3.15,0.41,9.2,5,"low"
"4258",5.8,0.32,0.23,1.5,0.033,0.039,0.121,0.9887,2.96,0.35,12,5,"low"
"4259",5.8,0.3,0.23,1.5,0.034,0.037,0.121,0.98871,2.96,0.34,12.1,6,"high"
"4260",6.8,0.31,0.31,11.1,0.036,0.02,0.114,0.99248,3.17,0.44,12.4,6,"high"
"4261",6.2,0.36,0.22,5.25,0.038,0.044,0.145,0.99184,3.22,0.4,11.2,6,"high"
"4262",6,0.31,0.27,2.3,0.042,0.019,0.12,0.98952,3.32,0.41,12.7,7,"high"
"4263",6.9,0.26,0.54,7.9,0.036,0.023,0.169,0.99267,3.26,0.47,12.2,6,"high"
"4264",7,0.26,0.31,8,0.036,0.019,0.164,0.99269,3.26,0.46,12.2,6,"high"
"4265",5.8,0.2,0.16,1.4,0.042,0.044,0.099,0.98912,3.23,0.37,12.2,6,"high"
"4266",6.2,0.36,0.22,5.25,0.038,0.044,0.145,0.99184,3.22,0.4,11.2,6,"high"
"4267",6,0.31,0.27,2.3,0.042,0.019,0.12,0.98952,3.32,0.41,12.7,7,"high"
"4268",6,0.29,0.27,2.3,0.044,0.02,0.117,0.9895,3.31,0.41,12.7,7,"high"
"4269",5.7,0.22,0.29,3.5,0.04,0.027,0.146,0.98999,3.17,0.36,12.1,6,"high"
"4270",7.1,0.46,0.23,13.7,0.045,0.044,0.192,0.9981,3.11,0.53,9.4,5,"low"
"4271",6.6,0.21,0.3,9.9,0.041,0.064,0.174,0.995,3.07,0.5,10.1,6,"high"
"4272",6.9,0.42,0.2,15.4,0.043,0.057,0.201,0.99848,3.08,0.54,9.4,5,"low"
"4273",5.7,0.22,0.2,16,0.044,0.041,0.113,0.99862,3.22,0.46,8.9,6,"high"
"4274",5.7,0.22,0.2,16,0.044,0.041,0.113,0.99862,3.22,0.46,8.9,6,"high"
"4275",5.7,0.22,0.2,16,0.044,0.041,0.113,0.99862,3.22,0.46,8.9,6,"high"
"4276",5.7,0.22,0.2,16,0.044,0.041,0.113,0.99862,3.22,0.46,8.9,6,"high"
"4277",5.2,0.31,0.2,2.4,0.027,0.027,0.117,0.98886,3.56,0.45,13,7,"high"
"4278",7.2,0.22,0.35,5.5,0.054,0.037,0.183,0.99474,3.08,0.5,10.3,5,"low"
"4279",5.6,0.18,0.29,2.3,0.04,0.005,0.047,0.99126,3.07,0.45,10.1,4,"low"
"4280",6.2,0.24,0.27,16.8,0.04,0.048,0.129,0.99691,3.23,0.38,10.5,6,"high"
"4281",5.7,0.22,0.2,16,0.044,0.041,0.113,0.99862,3.22,0.46,8.9,6,"high"
"4282",5.7,0.26,0.24,17.8,0.059,0.023,0.124,0.99773,3.3,0.5,10.1,5,"low"
"4283",5.7,0.26,0.24,17.8,0.059,0.023,0.124,0.99773,3.3,0.5,10.1,5,"low"
"4284",6,0.2,0.26,6.8,0.049,0.022,0.093,0.9928,3.15,0.42,11,6,"high"
"4285",6,0.2,0.26,6.8,0.049,0.022,0.093,0.9928,3.15,0.42,11,6,"high"
"4286",6,0.2,0.26,6.8,0.049,0.022,0.093,0.9928,3.15,0.42,11,6,"high"
"4287",6,0.2,0.26,6.8,0.049,0.022,0.093,0.9928,3.15,0.42,11,6,"high"
"4288",7.6,0.28,0.17,1.6,0.046,0.028,0.117,0.99288,3.08,0.43,10,5,"low"
"4289",7,0.2,0.33,4.7,0.03,0.025,0.076,0.99202,2.88,0.54,10.5,6,"high"
"4290",6.6,0.26,0.27,11.8,0.048,0.028,0.112,0.99606,2.87,0.49,9.7,6,"high"
"4291",5.7,0.26,0.24,17.8,0.059,0.023,0.124,0.99773,3.3,0.5,10.1,5,"low"
"4292",7.2,0.21,0.36,15.7,0.045,0.068,0.183,0.99922,3.25,0.76,9.4,5,"low"
"4293",6.9,0.22,0.32,5.8,0.041,0.02,0.119,0.99296,3.17,0.55,11.2,6,"high"
"4294",7.2,0.21,0.36,15.7,0.045,0.068,0.183,0.99922,3.25,0.76,9.4,5,"low"
"4295",7.4,0.22,0.28,9,0.046,0.022,0.121,0.99468,3.1,0.55,10.8,5,"low"
"4296",7.2,0.21,0.36,15.7,0.045,0.068,0.183,0.99922,3.25,0.76,9.4,5,"low"
"4297",6.9,0.22,0.32,5.8,0.041,0.02,0.119,0.99296,3.17,0.55,11.2,6,"high"
"4298",7,0.2,0.35,8.8,0.037,0.031,0.103,0.99388,3.13,0.49,11,6,"high"
"4299",5.6,0.26,0.31,10.2,0.038,0.013,0.111,0.99315,3.44,0.46,12.4,6,"high"
"4300",6.3,0.28,0.3,6.6,0.042,0.06,0.154,0.99478,3.1,0.4,9.4,6,"high"
"4301",6.4,0.29,0.3,6.5,0.042,0.062,0.156,0.99478,3.1,0.4,9.4,5,"low"
"4302",7.2,0.34,0.23,8.9,0.042,0.022,0.155,0.99692,3.01,0.58,9.5,5,"low"
"4303",7.1,0.39,0.39,11.1,0.034,0.025,0.204,0.99616,3.05,0.52,10,6,"high"
"4304",6.9,0.26,0.29,4.2,0.043,0.033,0.114,0.9902,3.16,0.31,12.5,6,"high"
"4305",6.1,0.24,0.25,1.6,0.044,0.024,0.115,0.9921,3.39,0.59,10.9,6,"high"
"4306",5.9,0.25,0.24,7.4,0.044,0.021,0.113,0.99462,3.38,0.58,10.5,6,"high"
"4307",6.1,0.24,0.27,11.5,0.05,0.051,0.133,0.99476,3.22,0.37,10.8,6,"high"
"4308",6.5,0.22,0.27,1.6,0.039,0.036,0.116,0.99178,3.38,0.57,11,7,"high"
"4309",6.2,0.26,0.29,2,0.036,0.016,0.087,0.99081,3.33,0.61,11.8,6,"high"
"4310",6.6,0.34,0.25,4.8,0.038,0.016,0.121,0.99198,3.36,0.71,12.6,6,"high"
"4311",5.6,0.225,0.24,9.8,0.054,0.059,0.14,0.99545,3.17,0.39,10.2,6,"high"
"4312",7.1,0.23,0.28,1.9,0.046,0.033,0.103,0.98997,3.12,0.31,12,5,"low"
"4313",6.9,0.26,0.29,4.2,0.043,0.033,0.114,0.9902,3.16,0.31,12.5,6,"high"
"4314",6.4,0.27,0.3,1.6,0.04,0.019,0.086,0.99089,3.32,0.65,11.5,6,"high"
"4315",6.3,0.41,0.22,7.3,0.035,0.023,0.117,0.99172,3.2,0.39,11.94,7,"high"
"4316",6.7,0.41,0.24,5.4,0.035,0.033,0.115,0.9901,3.12,0.44,12.8933333333333,7,"high"
"4317",7.2,0.26,0.2,10.4,0.042,0.017,0.094,0.99681,3.13,0.4,9.4,5,"low"
"4318",6.7,0.34,0.26,1.9,0.038,0.058,0.138,0.9893,3,0.47,12.2,7,"high"
"4319",6.3,0.41,0.22,7.3,0.035,0.023,0.117,0.99172,3.2,0.39,11.94,7,"high"
"4320",6.7,0.41,0.24,5.4,0.035,0.033,0.115,0.9901,3.12,0.44,12.8933333333333,7,"high"
"4321",6.4,0.26,0.35,7.7,0.056,0.045,0.191,0.99527,3.16,0.5,9.5,5,"low"
"4322",6.3,0.28,0.22,11.5,0.036,0.027,0.15,0.99445,3,0.33,10.6,6,"high"
"4323",7.4,0.16,0.33,1.2,0.042,0.047,0.121,0.99198,3.04,0.68,10.5,7,"high"
"4324",8.4,0.27,0.3,2.2,0.037,0.036,0.129,0.99085,2.89,0.3,11.4666666666667,6,"high"
"4325",5.9,0.2,0.28,1,0.043,0.045,0.1,0.99033,3.4,0.41,11.4,6,"high"
"4326",6.4,0.24,0.26,8.2,0.054,0.047,0.182,0.99538,3.12,0.5,9.5,5,"low"
"4327",7.4,0.38,0.34,8.3,0.052,0.044,0.168,0.99627,3.11,0.52,9.2,5,"low"
"4328",6.4,0.24,0.26,8.2,0.054,0.047,0.182,0.99538,3.12,0.5,9.5,5,"low"
"4329",6.4,0.42,0.19,9.3,0.043,0.028,0.145,0.99433,3.23,0.53,10.98,5,"low"
"4330",6.4,0.23,0.26,8.1,0.054,0.047,0.181,0.9954,3.12,0.49,9.4,5,"low"
"4331",6.4,0.24,0.26,8.2,0.054,0.047,0.182,0.99538,3.12,0.5,9.5,5,"low"
"4332",7.4,0.38,0.34,8.3,0.052,0.044,0.168,0.99627,3.11,0.52,9.2,5,"low"
"4333",7.3,0.19,0.27,13.9,0.057,0.045,0.155,0.99807,2.94,0.41,8.8,8,"high"
"4334",7.3,0.19,0.27,13.9,0.057,0.045,0.155,0.99807,2.94,0.41,8.8,8,"high"
"4335",7.3,0.19,0.27,13.9,0.057,0.045,0.155,0.99807,2.94,0.41,8.8,8,"high"
"4336",7.3,0.19,0.27,13.9,0.057,0.045,0.155,0.99807,2.94,0.41,8.8,8,"high"
"4337",7.3,0.19,0.27,13.9,0.057,0.045,0.155,0.99807,2.94,0.41,8.8,8,"high"
"4338",7.3,0.19,0.27,13.9,0.057,0.045,0.155,0.99807,2.94,0.41,8.8,8,"high"
"4339",7.3,0.19,0.27,13.9,0.057,0.045,0.155,0.99807,2.94,0.41,8.8,8,"high"
"4340",6.8,0.24,0.29,2,0.044,0.015,0.096,0.99232,3.23,0.64,10.4,8,"high"
"4341",7.3,0.19,0.27,13.9,0.057,0.045,0.155,0.99807,2.94,0.41,8.8,8,"high"
"4342",7.4,0.27,0.52,15.7,0.054,0.036,0.139,0.99788,3.04,0.62,10.0333333333333,6,"high"
"4343",5.7,0.28,0.35,1.2,0.052,0.039,0.141,0.99108,3.44,0.69,11.3,6,"high"
"4344",5.8,0.22,0.25,1.5,0.024,0.021,0.109,0.99234,3.37,0.58,10.4,6,"high"
"4345",6.7,0.27,0.31,1.2,0.042,0.036,0.106,0.99288,2.96,0.43,9.2,6,"high"
"4346",7.1,0.2,0.35,3.2,0.034,0.021,0.107,0.99195,3.11,0.54,11.1,6,"high"
"4347",6.7,0.27,0.31,1.2,0.042,0.036,0.106,0.99288,2.96,0.43,9.2,6,"high"
"4348",7.1,0.23,0.3,2.6,0.034,0.062,0.148,0.99121,3.03,0.56,11.3,7,"high"
"4349",7.6,0.31,0.52,13.2,0.042,0.061,0.148,0.99839,2.98,0.47,9.1,6,"high"
"4350",7.2,0.34,0.28,10.4,0.042,0.043,0.187,0.99738,2.96,0.57,9.4,5,"low"
"4351",7,0.36,0.25,5.7,0.015,0.014,0.073,0.98963,2.82,0.59,13.2,6,"high"
"4352",6.4,0.31,0.28,2.5,0.039,0.034,0.137,0.98946,3.22,0.38,12.7,6,"high"
"4353",7.3,0.28,0.35,1.6,0.054,0.031,0.148,0.99178,3.18,0.47,10.7,5,"low"
"4354",7.4,0.16,0.3,1.4,0.064,0.034,0.166,0.99136,3.11,0.42,11.4333333333333,6,"high"
"4355",6.4,0.31,0.27,7.4,0.049,0.048,0.169,0.99323,3.27,0.45,11.1,6,"high"
"4356",6.4,0.31,0.28,2.5,0.039,0.034,0.137,0.98946,3.22,0.38,12.7,6,"high"
"4357",6.2,0.29,0.29,5.6,0.046,0.035,0.178,0.99313,3.25,0.51,10.5333333333333,5,"low"
"4358",5.9,0.28,0.34,3.6,0.04,0.05,0.194,0.9912,3.31,0.52,11.6,6,"high"
"4359",6.5,0.23,0.2,7.5,0.05,0.044,0.179,0.99504,3.18,0.48,9.53333333333333,5,"low"
"4360",7.2,0.34,0.2,5.8,0.062,0.052,0.203,0.99461,3.17,0.44,9.8,6,"high"
"4361",7.3,0.28,0.35,1.6,0.054,0.031,0.148,0.99178,3.18,0.47,10.7,5,"low"
"4362",6.5,0.2,0.33,1.5,0.039,0.036,0.11,0.99008,3.22,0.65,12,6,"high"
"4363",6.2,0.24,0.27,2.9,0.039,0.03,0.123,0.98959,3.12,0.37,12.8,6,"high"
"4364",7.1,0.31,0.25,11.2,0.048,0.032,0.136,0.99663,3.14,0.4,9.5,5,"low"
"4365",6.4,0.29,0.21,9.65,0.041,0.036,0.119,0.99334,2.99,0.34,10.9333333333333,6,"high"
"4366",6.3,0.19,0.33,10.1,0.063,0.063,0.133,0.99561,2.86,0.41,9.1,5,"low"
"4367",5.9,0.29,0.28,3.2,0.035,0.016,0.117,0.98959,3.26,0.42,12.6,6,"high"
"4368",7.1,0.31,0.25,11.2,0.048,0.032,0.136,0.99663,3.14,0.4,9.5,5,"low"
"4369",6.5,0.3,0.28,11.45,0.041,0.029,0.109,0.99418,2.98,0.3,10.9,6,"high"
"4370",6.4,0.29,0.21,9.65,0.041,0.036,0.119,0.99334,2.99,0.34,10.9333333333333,6,"high"
"4371",6.5,0.22,0.19,4.5,0.042,0.016,0.115,0.9937,3.02,0.44,9.6,5,"low"
"4372",7,0.23,0.28,2.7,0.053,0.016,0.092,0.99372,3.18,0.56,9.3,5,"low"
"4373",7.1,0.23,0.23,3.5,0.038,0.023,0.112,0.99157,3.05,0.37,11.3666666666667,6,"high"
"4374",6.1,0.26,0.28,1.7,0.043,0.024,0.098,0.98918,3.14,0.44,12.5,6,"high"
"4375",6.4,0.35,0.21,2.1,0.051,0.046,0.171,0.9932,3.16,0.5,9.5,5,"low"
"4376",6,0.32,0.32,4.8,0.041,0.04,0.186,0.99235,3.22,0.54,11,6,"high"
"4377",6.1,0.34,0.21,5,0.042,0.017,0.133,0.99373,3.02,0.53,9.4,5,"low"
"4378",6.5,0.13,0.27,2.6,0.035,0.032,0.076,0.9914,3.21,0.76,11.3333333333333,6,"high"
"4379",6.5,0.315,0.2,6.6,0.041,0.009,0.126,0.99494,2.94,0.51,8.8,5,"low"
"4380",6.1,0.34,0.21,5,0.042,0.017,0.133,0.99373,3.02,0.53,9.4,5,"low"
"4381",5.7,0.31,0.29,7.3,0.05,0.033,0.143,0.99332,3.31,0.5,11.0666666666667,6,"high"
"4382",6.4,0.3,0.27,5,0.058,0.027,0.151,0.99198,3.22,0.49,12.2,6,"high"
"4383",7,0.24,0.26,1.7,0.041,0.031,0.11,0.99142,3.2,0.53,11,6,"high"
"4384",6.5,0.13,0.27,2.6,0.035,0.032,0.076,0.9914,3.21,0.76,11.3333333333333,6,"high"
"4385",6.4,0.26,0.21,8.2,0.05,0.051,0.182,0.99542,3.23,0.48,9.5,5,"low"
"4386",6.4,0.26,0.21,8.2,0.05,0.051,0.182,0.99542,3.23,0.48,9.5,5,"low"
"4387",6,0.27,0.31,5,0.043,0.054,0.17,0.9924,3.28,0.52,11,6,"high"
"4388",7.1,0.21,0.33,1.2,0.039,0.034,0.097,0.99112,3.11,0.75,11.2,6,"high"
"4389",6.7,0.26,0.29,7.1,0.036,0.028,0.1,0.99534,3.08,0.36,9.3,6,"high"
"4390",6.3,0.28,0.22,9.5,0.04,0.03,0.111,0.99338,3.05,0.31,10.8,4,"low"
"4391",6.2,0.25,0.44,15.8,0.057,0.039,0.167,0.99804,3.14,0.51,9.2,5,"low"
"4392",7.3,0.22,0.37,15.5,0.048,0.07,0.203,0.99899,3.25,0.47,9.4,5,"low"
"4393",6.2,0.25,0.44,15.8,0.057,0.039,0.167,0.99804,3.14,0.51,9.2,5,"low"
"4394",6.4,0.18,0.28,17.05,0.047,0.053,0.139,0.99724,3.25,0.35,10.5,6,"high"
"4395",6.3,0.2,0.26,12.7,0.046,0.06,0.143,0.99526,3.26,0.35,10.8,6,"high"
"4396",6.6,0.24,0.22,12.3,0.051,0.035,0.146,0.99676,3.1,0.67,9.4,5,"low"
"4397",7.4,0.27,0.26,11.8,0.053,0.055,0.173,0.99699,3.11,0.6,9.8,5,"low"
"4398",7.4,0.27,0.26,11.8,0.053,0.055,0.173,0.99699,3.11,0.6,9.8,5,"low"
"4399",7.4,0.27,0.26,11.8,0.053,0.055,0.173,0.99699,3.11,0.6,9.8,5,"low"
"4400",6.6,0.24,0.22,12.3,0.051,0.035,0.146,0.99676,3.1,0.67,9.4,5,"low"
"4401",7.4,0.27,0.26,11.8,0.053,0.055,0.173,0.99699,3.11,0.6,9.8,5,"low"
"4402",7.1,0.38,0.29,13.6,0.041,0.03,0.137,0.99461,3.02,0.47,12.1,6,"high"
"4403",6.8,0.43,0.26,5.2,0.043,0.04,0.176,0.99116,3.17,0.41,12.3,6,"high"
"4404",5.2,0.22,0.46,6.2,0.066,0.041,0.187,0.99362,3.19,0.42,9.73333333333333,5,"low"
"4405",5.9,0.29,0.16,7.9,0.044,0.048,0.197,0.99512,3.21,0.36,9.4,5,"low"
"4406",5.9,0.29,0.16,7.9,0.044,0.048,0.197,0.99512,3.21,0.36,9.4,5,"low"
"4407",6.3,0.29,0.29,3.3,0.037,0.032,0.14,0.9895,3.17,0.36,12.8,7,"high"
"4408",6.3,0.19,0.32,2.8,0.046,0.018,0.08,0.99043,2.92,0.47,11.05,6,"high"
"4409",5.7,0.29,0.16,7.9,0.044,0.048,0.197,0.99512,3.21,0.36,9.4,5,"low"
"4410",6.3,0.29,0.29,3.3,0.037,0.032,0.14,0.9895,3.17,0.36,12.8,7,"high"
"4411",5.7,0.24,0.47,6.3,0.069,0.035,0.182,0.99391,3.11,0.46,9.73333333333333,5,"low"
"4412",5.8,0.3,0.38,4.9,0.039,0.022,0.086,0.98963,3.23,0.58,13.1,7,"high"
"4413",7.1,0.27,0.27,10.4,0.041,0.026,0.114,0.99335,3.04,0.52,11.5,7,"high"
"4414",5.8,0.3,0.38,4.9,0.039,0.022,0.086,0.98963,3.23,0.58,13.1,7,"high"
"4415",7.1,0.27,0.27,10.4,0.041,0.026,0.114,0.99335,3.04,0.52,11.5,7,"high"
"4416",6.3,0.305,0.22,16,0.061,0.026,0.141,0.99824,3.08,0.5,9.1,5,"low"
"4417",5.7,0.24,0.47,6.3,0.069,0.035,0.182,0.99391,3.11,0.46,9.75,5,"low"
"4418",6.2,0.22,0.28,2.2,0.04,0.024,0.125,0.9917,3.19,0.48,10.5,6,"high"
"4419",6.6,0.22,0.23,17.3,0.047,0.037,0.118,0.99906,3.08,0.46,8.8,6,"high"
"4420",6.6,0.22,0.23,17.3,0.047,0.037,0.118,0.99906,3.08,0.46,8.8,6,"high"
"4421",6.6,0.22,0.23,17.3,0.047,0.037,0.118,0.99906,3.08,0.46,8.8,6,"high"
"4422",6.6,0.22,0.23,17.3,0.047,0.037,0.118,0.99906,3.08,0.46,8.8,6,"high"
"4423",6.2,0.22,0.28,2.2,0.04,0.024,0.125,0.9917,3.19,0.48,10.5,6,"high"
"4424",6.2,0.22,0.28,2.2,0.04,0.024,0.125,0.9917,3.19,0.48,10.5,6,"high"
"4425",6.6,0.22,0.23,17.3,0.047,0.037,0.118,0.99906,3.08,0.46,8.8,6,"high"
"4426",6.1,0.22,0.5,6.6,0.045,0.03,0.122,0.99415,3.22,0.49,9.9,6,"high"
"4427",6.2,0.21,0.52,6.5,0.047,0.028,0.123,0.99418,3.22,0.49,9.9,6,"high"
"4428",6.3,0.32,0.26,12.3,0.044,0.024,0.205,0.99611,3.11,0.58,9.9,5,"low"
"4429",6.9,0.44,0.27,5,0.038,0.033,0.166,0.99124,3.2,0.42,12.2,6,"high"
"4430",6.1,0.31,0.34,2.8,0.042,0.0595,0.162,0.99179,3.27,0.47,10.8,6,"high"
"4431",8.1,0.36,0.31,13.6,0.051,0.06,0.134,0.99886,2.96,0.39,8.7,5,"low"
"4432",6.6,0.38,0.28,2.8,0.043,0.017,0.067,0.98924,3.21,0.47,13.2,6,"high"
"4433",6.7,0.24,0.26,5.4,0.03,0.015,0.094,0.99045,3.15,0.38,12.7,6,"high"
"4434",6.9,0.26,0.26,10.9,0.06,0.055,0.193,0.9969,3.21,0.44,9.4,5,"low"
"4435",7.2,0.24,0.24,1.7,0.045,0.018,0.161,0.99196,3.25,0.53,11.2,6,"high"
"4436",6.5,0.29,0.3,9.15,0.051,0.025,0.166,0.99339,3.24,0.56,11.3333333333333,6,"high"
"4437",6.7,0.28,0.28,4.5,0.051,0.014,0.092,0.99224,3.36,0.58,11.9,6,"high"
"4438",6.5,0.29,0.3,9.15,0.051,0.025,0.166,0.99339,3.24,0.56,11.35,6,"high"
"4439",6.1,0.21,0.19,1.4,0.046,0.051,0.131,0.99184,3.22,0.39,10.5,5,"low"
"4440",7.2,0.47,0.16,5.9,0.048,0.014,0.125,0.99428,3.09,0.49,9.8,5,"low"
"4441",6.7,0.34,0.31,16.4,0.051,0.02,0.146,0.99834,3.06,0.54,9.1,5,"low"
"4442",6.6,0.27,0.25,1.2,0.033,0.036,0.111,0.98918,3.16,0.37,12.4,6,"high"
"4443",6.7,0.34,0.31,16.4,0.051,0.02,0.146,0.99834,3.06,0.54,9.1,5,"low"
"4444",7.2,0.47,0.16,5.9,0.048,0.014,0.125,0.99428,3.09,0.49,9.8,5,"low"
"4445",5,0.35,0.25,7.8,0.031,0.024,0.116,0.99241,3.39,0.4,11.3,6,"high"
"4446",5,0.35,0.25,7.8,0.031,0.024,0.116,0.99241,3.39,0.4,11.3,6,"high"
"4447",6.8,0.46,0.1,2.8,0.024,0.031,0.111,0.98816,3.48,0.34,13.1,6,"high"
"4448",6.6,0.38,0.29,2.9,0.035,0.015,0.101,0.98916,3.04,0.37,12.5,6,"high"
"4449",7.3,0.3,0.25,2.5,0.045,0.032,0.122,0.99329,3.18,0.54,10.3,5,"low"
"4450",6.4,0.28,0.22,12.8,0.039,0.051,0.15,0.99535,3.23,0.43,10.7,6,"high"
"4451",6.9,0.29,0.25,12.2,0.04,0.029,0.136,0.99552,3.05,0.65,10.4,6,"high"
"4452",6.3,0.3,0.19,7.7,0.049,0.047,0.184,0.99514,3.22,0.48,9.5,5,"low"
"4453",6.3,0.39,0.22,2.8,0.048,0.053,0.173,0.99304,3.24,0.45,9.8,5,"low"
"4454",6.6,0.38,0.29,2.9,0.035,0.015,0.101,0.98916,3.04,0.37,12.5,6,"high"
"4455",6.6,0.18,0.26,17.3,0.051,0.017,0.149,0.9984,3,0.43,9.4,6,"high"
"4456",6,0.28,0.29,19.3,0.051,0.036,0.174,0.99911,3.14,0.5,9,5,"low"
"4457",6,0.28,0.29,19.3,0.051,0.036,0.174,0.99911,3.14,0.5,9,5,"low"
"4458",6,0.28,0.29,19.3,0.051,0.036,0.174,0.99911,3.14,0.5,9,5,"low"
"4459",6.6,0.35,0.26,2.7,0.045,0.019,0.129,0.98952,3.24,0.48,13,7,"high"
"4460",5.9,0.22,0.18,6.4,0.041,0.028,0.12,0.99403,3.27,0.5,9.9,5,"low"
"4461",6.6,0.18,0.26,17.3,0.051,0.017,0.149,0.9984,3,0.43,9.4,6,"high"
"4462",7.7,0.28,0.24,2.4,0.044,0.029,0.157,0.99312,3.27,0.56,10.6,6,"high"
"4463",7.1,0.42,0.2,2.8,0.038,0.028,0.109,0.98968,3.23,0.47,13.4,6,"high"
"4464",6.7,0.32,0.32,1.7,0.031,0.031,0.114,0.98946,3.12,0.35,12.5,6,"high"
"4465",6.6,0.26,0.56,15.4,0.053,0.032,0.141,0.9981,3.11,0.49,9.3,5,"low"
"4466",6.6,0.26,0.56,15.4,0.053,0.032,0.141,0.9981,3.11,0.49,9.3,5,"low"
"4467",6.2,0.32,0.24,4.1,0.051,0.034,0.149,0.99306,3.36,0.52,11,5,"low"
"4468",6.3,0.25,0.27,6.6,0.054,0.04,0.158,0.99378,3.2,0.48,10.3,5,"low"
"4469",6.2,0.21,0.24,1.2,0.051,0.031,0.095,0.99036,3.24,0.57,11.3,6,"high"
"4470",6.4,0.23,0.27,2.1,0.042,0.035,0.1,0.99094,3.03,0.63,10.9,6,"high"
"4471",6.8,0.145,0.29,1,0.042,0.035,0.09,0.9908,3.17,0.49,11.3,6,"high"
"4472",6.2,0.2,0.28,1.1,0.039,0.024,0.078,0.9899,3.36,0.47,12.1,6,"high"
"4473",7,0.28,0.28,1.4,0.039,0.012,0.083,0.99173,3.18,0.65,11.1,5,"low"
"4474",7.1,0.36,0.2,1.6,0.042,0.024,0.14,0.99356,3.11,0.63,9.8,5,"low"
"4475",5.7,0.25,0.22,9.8,0.049,0.05,0.125,0.99571,3.2,0.45,10.1,6,"high"
"4476",5.7,0.22,0.33,1.9,0.036,0.037,0.11,0.98945,3.26,0.58,12.4,6,"high"
"4477",6,0.2,0.38,1.3,0.034,0.037,0.104,0.98865,3.11,0.52,12.7,6,"high"
"4478",6.4,0.32,0.26,7.9,0.05,0.053,0.18,0.99514,3.14,0.5,9.6,5,"low"
"4479",6.4,0.32,0.26,7.9,0.05,0.053,0.18,0.99514,3.14,0.5,9.6,5,"low"
"4480",6,0.26,0.26,4.5,0.053,0.017,0.126,0.9943,3.24,0.46,9.1,5,"low"
"4481",5.9,0.22,0.45,5.2,0.042,0.055,0.122,0.99636,3.1,0.35,12.8,5,"low"
"4482",6.4,0.32,0.26,7.9,0.05,0.053,0.18,0.99514,3.14,0.5,9.6,5,"low"
"4483",6.2,0.3,0.33,3.5,0.037,0.037,0.155,0.98987,3.18,0.37,12.4,6,"high"
"4484",5.8,0.28,0.18,1.2,0.058,0.007,0.108,0.99288,3.23,0.58,9.55,4,"low"
"4485",5.8,0.26,0.26,4.5,0.053,0.017,0.126,0.9943,3.24,0.46,9.1,5,"low"
"4486",6.7,0.31,0.33,2,0.033,0.012,0.074,0.99064,3.29,0.65,12.5,6,"high"
"4487",6.4,0.15,0.25,7.8,0.05,0.013,0.068,0.99394,3.16,0.4,9.9,6,"high"
"4488",6.4,0.13,0.28,0.9,0.045,0.032,0.087,0.99175,3.47,0.52,11.2,6,"high"
"4489",6.7,0.48,0.49,2.9,0.03,0.028,0.122,0.98926,3.13,0.4,13,6,"high"
"4490",6.7,0.48,0.49,2.9,0.03,0.028,0.122,0.98926,3.13,0.4,13,6,"high"
"4491",5.8,0.3,0.33,3.5,0.033,0.025,0.116,0.99057,3.2,0.44,11.7,6,"high"
"4492",6.1,0.28,0.23,4.2,0.038,0.013,0.095,0.98898,2.97,0.7,13.1,6,"high"
"4493",6,0.19,0.37,9.7,0.032,0.017,0.05,0.9932,3.08,0.66,12,6,"high"
"4494",6.8,0.31,0.25,10.5,0.043,0.03,0.165,0.9972,3.36,0.55,10.55,6,"high"
"4495",7.5,0.24,0.29,1.1,0.046,0.034,0.084,0.9902,3.04,0.39,11.45,6,"high"
"4496",6.8,0.23,0.39,16.1,0.053,0.071,0.194,0.9988,3.18,0.64,10.2,6,"high"
"4497",7.5,0.24,0.29,1.1,0.046,0.034,0.084,0.9902,3.04,0.39,11.45,6,"high"
"4498",6.3,0.29,0.3,8.1,0.042,0.06,0.15,0.9958,3.1,0.4,9.3,5,"low"
